City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
432,clemson,34.6834,-82.8374,9.86,68,0,1.54,US,1680093280
433,beberibe,-4.1797,-38.1306,27.23,81,76,4.02,BR,1680093281
434,vardo,70.3705,31.1107,-1.01,69,75,3.6,NO,1680093282
435,shenandoah,30.4013,-91.0009,13.27,67,100,0.89,US,1680093177
436,saucillo,28.0167,-105.2833,11.83,70,71,0.37,MX,1680093283
437,sabya,17.1495,42.6254,32.79,50,3,5.31,SA,1680093284
438,neiafu,-18.65,-173.9833,24.38,100,20,0.0,TO,1680093285
439,sao gabriel,-30.3364,-54.32,28.28,47,0,2.92,BR,1680093285
440,toora-khem,52.4675,96.11,0.08,91,4,0.24,RU,1680093286
441,kyren,51.6828,102.1408,2.78,76,14,1.4,RU,1680093287
442,menongue,-14.6585,17.691,25.41,62,75,1.5,AO,1680093288
443,laerdalsoyri,61.098,7.4816,2.18,55,20,2.06,NO,1680093288
444,san carlos de bariloche,-41.1456,-71.3082,2.86,56,20,7.2,AR,1680093285
445,gwadar,25.1216,62.3254,25.12,63,0,8.9,PK,1680093290
446,mishan,45.55,131.8833,7.23,50,20,3.97,CN,1680093291
447,bubaque,11.2833,-15.8333,25.5,66,56,3.08,GW,1680093291
448,avanigadda,16.0215,80.9181,27.74,71,65,5.59,IN,1680093292
449,mareeba,-17.0,145.4333,23.4,98,62,1.07,AU,1680093293
450,rio bravo,25.9833,-98.1,14.4,88,75,3.09,MX,1680093026
451,sarevere,58.79,25.4281,1.29,43,75,4.63,EE,1680093294
452,la colorada,8.0167,-80.9833,24.8,68,76,3.54,PA,1680093295
453,adrar,20.5022,-10.0711,35.81,6,0,2.63,MR,1680093296
454,hambantota,6.1241,81.1185,29.19,79,20,1.54,LK,1680093296
455,sao paulo de olivenca,-3.3783,-68.8725,26.19,77,100,0.49,BR,1680093297
456,kandrian,-6.2167,149.55,25.49,89,43,2.85,PG,1680093299
457,raton,36.9034,-104.4391,2.19,45,0,2.57,US,1680093300
458,lata,40.1629,-8.3327,24.72,40,100,4.98,PT,1680093301
459,silver city,32.7701,-108.2803,6.49,55,0,2.57,US,1680093303
460,grand forks,47.9417,-97.4337,-18.04,78,0,5.14,US,1680093304
461,voh,-20.9667,164.7,23.82,88,100,1.39,NC,1680093305
462,amapa,1.0,-52.0,26.63,76,73,1.71,BR,1680093306
463,carballo,43.213,-8.691,23.01,57,84,6.66,ES,1680093306
464,manta,-0.95,-80.7333,23.88,88,75,1.03,EC,1680093307
465,khilok,51.3674,110.4676,0.85,89,46,2.42,RU,1680093309
466,bollnas,61.3482,16.3946,-1.18,56,27,2.15,SE,1680093310
467,umea,63.8284,20.2597,-2.04,54,75,2.57,SE,1680093311
468,alyangula,-13.8483,136.4192,26.85,79,8,3.44,AU,1680093312
469,sydney,-33.8679,151.2073,20.61,66,0,5.66,AU,1680093304
470,bronnoysund,65.4625,12.1997,2.0,27,0,1.54,NO,1680093313
471,nouadhibou,20.931,-17.0347,26.99,50,20,6.17,MR,1680093314
472,estelle,29.8458,-90.1067,15.0,59,75,3.6,US,1680093171
473,roald,62.5833,6.1333,5.51,52,0,6.69,NO,1680093316
474,datong,40.0936,113.2914,13.07,12,0,1.88,CN,1680093317
475,brasilia,-15.7797,-47.9297,23.12,60,0,6.17,BR,1680093117
476,jodhpur,26.2867,73.03,31.72,20,9,5.59,IN,1680093318
477,shenjiamen,29.9576,122.298,11.13,94,100,3.61,CN,1680093319
478,nardaran,40.5561,50.0056,20.8,52,0,4.12,AZ,1680093320
479,ust-nera,64.5667,143.2,-11.75,97,100,1.96,RU,1680093322
480,skegness,53.1436,0.3363,12.81,94,100,8.38,GB,1680093323
481,golden,39.7555,-105.2211,1.54,56,20,2.06,US,1680093324
482,rodrigues alves,-7.738,-72.6509,24.11,97,100,1.45,BR,1680093325
483,gondanglegi,-7.7479,112.0132,24.25,94,100,0.65,ID,1680093326
484,mitu,1.1983,-70.1733,25.04,84,100,0.92,CO,1680093327
485,padang,-0.9492,100.3543,28.03,82,100,0.24,ID,1680093074
486,kaduna,10.5222,7.4383,37.1,7,81,3.12,NG,1680092781
487,novoagansk,61.9449,76.6625,-11.11,87,11,4.76,RU,1680093330
488,brenes,37.5494,-5.8714,27.73,22,0,1.54,ES,1680093331
489,kurumkan,54.3,110.3,1.19,97,90,1.77,RU,1680093331
490,trzebiatow,54.0615,15.2648,7.14,58,58,5.49,PL,1680093332
491,mount gambier,-37.8333,140.7667,11.76,85,43,2.43,AU,1680093333
492,san lorenzo,-25.3333,-57.5333,30.52,70,0,3.6,PY,1680093334
493,gari,59.4307,62.3497,0.37,54,11,2.87,RU,1680093336
494,malaga,36.7202,-4.4203,21.66,59,20,4.63,ES,1680093336
495,inuvik,68.3499,-133.7218,-16.52,85,20,2.06,CA,1680093049
496,nalut,30.3333,10.85,24.18,22,17,4.84,LY,1680093338
497,mae ramat,16.984,98.5166,32.67,48,11,1.81,TH,1680093340
498,mitsamiouli,-11.3847,43.2844,28.7,70,100,3.17,KM,1680093341
499,caravelas,-17.7125,-39.2481,29.45,51,10,2.96,BR,1680093341
500,kpandu,6.9954,0.2931,32.21,50,59,3.6,GH,1680093342
501,gamba,-2.65,10.0,28.54,74,67,0.52,GA,1680093343
502,olinda,-8.0089,-34.8553,26.85,78,75,5.14,BR,1680093344
503,walvis bay,-22.9575,14.5053,21.69,58,38,7.14,NA,1680093345
504,kavaratti,10.5669,72.642,27.67,71,52,4.1,IN,1680093346
505,maldonado,-34.6667,-54.9167,22.85,45,0,4.36,UY,1680093346
506,cap malheureux,-19.9842,57.6142,29.7,61,63,3.13,MU,1680093347
507,chingirlau,51.095,54.0814,11.85,60,10,9.74,KZ,1680093347
508,sarakhs,36.5449,61.1577,24.49,33,0,1.14,IR,1680093348
509,chicama,-7.8447,-79.1469,23.3,78,100,1.41,PE,1680093348
510,sangar,63.9242,127.4739,-18.2,98,100,2.0,RU,1680093349
511,lisieux,49.1667,0.1667,17.96,67,100,6.74,FR,1680093349
512,caxito,-8.5785,13.6643,33.98,44,41,2.46,AO,1680093351
513,marsh harbour,26.5412,-77.0636,24.58,72,9,4.51,BS,1680093344
514,roebourne,-20.7833,117.1333,28.75,71,100,3.23,AU,1680093353
515,richards bay,-28.783,32.0377,23.9,75,100,6.72,ZA,1680093354
516,namibe,-15.1961,12.1522,26.62,71,58,6.43,AO,1680093354
517,soritor,-6.1392,-77.1039,19.66,94,100,0.5,PE,1680093355
518,arzgir,45.3728,44.2206,17.2,52,100,4.85,RU,1680093355
519,sept-iles,50.2001,-66.3821,-0.76,97,100,1.03,CA,1680093356
520,codrington,-38.2667,141.9667,14.46,67,99,5.06,AU,1680093357
521,angoche,-16.2325,39.9086,26.71,74,65,5.4,MZ,1680093358
522,kaeo,-35.1,173.7833,7.4,88,0,2.43,NZ,1680093358
523,canavieiras,-15.675,-38.9472,25.54,86,75,2.23,BR,1680093166
524,jurado,7.1053,-77.7641,25.43,86,98,2.01,CO,1680093360
525,strelka,58.0728,93.0344,5.14,93,34,4.96,RU,1680093361
526,siljan,59.2884,9.71,1.59,77,99,3.99,NO,1680093362
527,canto do buriti,-8.11,-42.9444,28.52,55,99,3.47,BR,1680093363
528,hamina,60.5697,27.1979,-3.15,74,100,4.36,FI,1680093365
529,hamburg,53.55,10.0,9.89,79,100,5.66,DE,1680093366
530,ekhabi,53.5102,142.9671,-0.69,85,100,4.49,RU,1680093367
531,atherton,53.5237,-2.4935,13.75,89,100,2.24,GB,1680093368
532,erenhot,43.6475,111.9767,10.41,21,0,3.66,CN,1680093369
533,poieni,46.9167,22.9,1.63,50,55,5.39,RO,1680093370
534,rio gallegos,-51.6226,-69.2181,-0.97,80,0,1.54,AR,1680093371
535,szczecinek,53.7079,16.6994,8.98,43,82,4.93,PL,1680093372
536,saint-ambroise,48.5501,-71.3324,-2.7,74,78,0.51,CA,1680093373
537,esterhazy,50.65,-102.0843,-18.53,97,100,3.09,CA,1680093374
538,alofi,-19.0595,-169.9187,25.94,94,100,3.09,NU,1680093375
539,belmopan,17.25,-88.7667,20.21,88,99,0.98,BZ,1680093376
540,mbandaka,0.0487,18.2603,25.42,90,100,1.0,CD,1680093377
541,gorontalo,0.5412,123.0595,24.13,91,100,1.65,ID,1680093377
542,touros,-5.1989,-35.4608,29.86,63,31,4.71,BR,1680093378
543,kimbe,-5.5502,150.1429,24.86,91,94,1.48,PG,1680093379
544,cardston,49.2,-113.3019,-8.84,86,12,2.57,CA,1680093380
545,hovd,48.0056,91.6419,6.52,28,91,1.32,MN,1680093380
546,dejen,10.1667,38.1333,22.35,36,100,0.62,ET,1680093382
547,chapada dos guimaraes,-15.4606,-55.7497,20.81,62,99,2.13,BR,1680093383
548,aykhal,66.0,111.5,-24.46,100,89,1.49,RU,1680093192
549,catuday,16.2923,119.8062,25.93,76,10,2.13,PH,1680093385
550,taitung,22.7583,121.1444,24.15,94,75,0.51,TW,1680093386
551,kieta,-6.2167,155.6333,25.55,89,100,2.65,PG,1680093387
552,kalmunai,7.4167,81.8167,26.12,74,95,4.53,LK,1680093387
553,acurenam,1.0322,10.6488,19.83,98,100,1.89,GQ,1680093388
